pr_number,created_at,hours_to_review
3890,2023-04-05 05:52:30,29.44
3889,2023-04-04 21:54:32,160.19
3888,2023-04-04 21:45:14,14.5
3887,2023-04-04 18:34:32,2.2
3886,2023-04-04 18:01:32,0.85
3885,2023-04-04 14:50:10,5.98
3884,2023-04-04 08:44:56,9245.45
3883,2023-04-03 15:26:33,162.63
3882,2023-04-03 12:45:22,70.55
3881,2023-04-03 09:10:31,26.45
3880,2023-04-03 08:56:08,29.9
3879,2023-04-03 07:35:17,199.32
3878,2023-03-31 20:20:29,0.8
3876,2023-03-31 17:29:42,842.72
3873,2023-03-31 17:03:51,92.53
3872,2023-03-31 16:20:50,51.19
3871,2023-03-31 14:54:50,4.47
3870,2023-03-31 12:38:39,6.18
3869,2023-03-31 11:12:02,294.64
3868,2023-03-30 23:41:56,0.01
3867,2023-03-30 21:54:01,0.06
3866,2023-03-30 10:10:33,33.27
3865,2023-03-30 09:52:12,4.54
3864,2023-03-29 19:55:53,0.92
3863,2023-03-29 18:21:09,141.21
3862,2023-03-29 14:49:54,29.68
3861,2023-03-29 12:17:51,2.56
3860,2023-03-29 10:59:48,5.43
3859,2023-03-29 09:41:09,311.03
3858,2023-03-28 23:44:16,19.37
3857,2023-03-28 15:15:42,74.92
3856,2023-03-28 05:05:58,58.8
3855,2023-03-27 19:18:54,0.24
3854,2023-03-27 18:06:43,15.64
3853,2023-03-27 17:31:40,501.13
3852,2023-03-27 13:30:35,90.17
3851,2023-03-27 10:27:52,18.54
3850,2023-03-24 20:32:21,1.17
3849,2023-03-24 19:16:36,67.2
3848,2023-03-24 17:24:59,1287.87
3847,2023-03-24 17:09:38,0.06
3846,2023-03-24 14:29:31,1.54
3845,2023-03-24 13:07:27,1487.11
3844,2023-03-24 10:44:31,4.21
3843,2023-03-23 19:55:55,664.8
3842,2023-03-23 19:05:01,1.77
3841,2023-03-23 18:50:13,14.53
3840,2023-03-23 17:41:06,24.01
3838,2023-03-23 04:48:05,14.32
3837,2023-03-22 17:32:25,0.59
3836,2023-03-22 17:31:59,136.26
3835,2023-03-22 17:00:41,356.02
3834,2023-03-22 15:35:52,331.4
3833,2023-03-22 15:04:31,2.1
3832,2023-03-22 13:40:51,3.49
3831,2023-03-21 14:17:38,356.73
3830,2023-03-21 11:08:51,78.16
3829,2023-03-21 10:45:02,53.7
3828,2023-03-21 09:21:19,52.53
3827,2023-03-21 02:12:38,56.73
3826,2023-03-20 18:41:51,0.11
3824,2023-03-20 16:29:10,43.7
3823,2023-03-20 15:50:23,2085.44
3822,2023-03-20 13:55:23,2.42
3821,2023-03-20 13:51:06,51.4
3820,2023-03-20 12:00:05,5.59
3819,2023-03-20 11:59:03,50.67
3818,2023-03-20 11:57:26,50.69
3817,2023-03-20 11:43:51,103.72
3816,2023-03-20 07:11:24,3.12
3815,2023-03-17 20:22:52,67.48
3814,2023-03-17 19:30:33,0.52
3809,2023-03-17 13:31:06,123.69
3808,2023-03-17 13:23:38,0.73
3807,2023-03-17 12:32:17,763.57
3806,2023-03-17 11:29:55,1.44
3805,2023-03-17 10:34:46,438.06
3804,2023-03-17 09:56:59,147.81
3803,2023-03-17 05:38:35,8.02
3802,2023-03-16 20:14:54,304.49
3801,2023-03-16 19:19:32,0.71
3800,2023-03-16 18:12:05,24.41
3799,2023-03-16 18:11:50,17.87
3798,2023-03-16 17:59:59,763.21
3797,2023-03-16 15:20:54,0.36
3796,2023-03-16 11:15:02,190.1
3795,2023-03-16 10:19:01,5.28
3794,2023-03-16 03:28:36,5.15
3793,2023-03-15 21:54:02,0.14
3792,2023-03-15 17:28:12,3.13
3791,2023-03-15 14:58:12,4.44
3790,2023-03-15 13:08:08,1002.61
3789,2023-03-15 13:00:51,0.7
3788,2023-03-15 11:17:06,704.54
3787,2023-03-15 04:17:17,869.48
3786,2023-03-14 20:18:24,0.26
3785,2023-03-14 18:46:19,888.24
3784,2023-03-14 17:54:58,0.02
3783,2023-03-14 13:26:23,1.25
3782,2023-03-13 20:27:15,1.82
3781,2023-03-13 14:06:42,21.58
3780,2023-03-13 13:31:58,167.94
3779,2023-03-13 11:43:49,191.03
3778,2023-03-09 19:42:55,1645.95
3777,2023-03-09 18:23:15,0.09
3776,2023-03-09 16:03:00,650.18
3775,2023-03-09 13:32:05,0.03
3774,2023-03-08 21:32:07,4.68
3773,2023-03-08 20:38:54,20.79
3772,2023-03-08 19:22:12,0.35
3771,2023-03-08 16:45:30,119.86
3770,2023-03-08 16:20:50,23.32
3769,2023-03-07 22:19:30,0.39
3768,2023-03-07 22:13:38,43.43
3767,2023-03-07 22:05:54,518.65
3766,2023-03-07 19:31:09,0.37
3765,2023-03-07 19:27:14,0.5
3764,2023-03-07 18:12:59,1049.43
3762,2023-03-06 13:22:25,0.03
3761,2023-03-03 21:16:21,0.32
3760,2023-03-03 19:50:12,0.13
3759,2023-03-02 16:09:40,5369.39
3758,2023-03-02 14:40:23,142.86
3757,2023-03-02 05:14:06,174.3
3756,2023-03-01 21:35:51,688.72
3755,2023-03-01 20:25:49,0.28
3754,2023-03-01 20:17:40,25.21
3753,2023-03-01 18:23:20,1.11
3752,2023-03-01 17:26:05,0.43
3751,2023-03-01 17:01:39,0.42
3750,2023-03-01 16:45:39,162.74
3749,2023-03-01 11:19:13,1.51
3748,2023-03-01 06:28:38,175.89
3747,2023-02-28 21:56:33,166.95
3746,2023-02-28 20:58:34,13.03
3745,2023-02-28 20:04:06,0.5
3744,2023-02-28 17:51:34,192.66
3743,2023-02-28 16:17:33,1.5
3742,2023-02-28 16:00:56,0.09
3741,2023-02-28 15:30:10,18.47
3740,2023-02-28 10:00:23,7.73
3739,2023-02-28 08:41:24,9.02
3738,2023-02-28 08:36:03,221.31
3737,2023-02-28 03:30:32,181.77
3736,2023-02-27 18:36:35,23.99
3734,2023-02-27 10:38:52,47.3
3733,2023-02-27 10:08:03,1366.25
3732,2023-02-24 21:20:33,811.7
3730,2023-02-24 18:38:49,0.06
3729,2023-02-24 17:48:09,0.05
3727,2023-02-24 11:40:00,1.12
3726,2023-02-24 10:39:31,2.93
3725,2023-02-24 09:17:28,3.44
3724,2023-02-24 06:28:29,4.68
3723,2023-02-23 22:00:17,0.48
3722,2023-02-23 20:29:54,0.54
3721,2023-02-23 19:17:43,3.23
3720,2023-02-23 17:25:33,2.22
3719,2023-02-23 16:03:26,337.4
3718,2023-02-23 06:16:43,31.35
3717,2023-02-23 04:49:45,33.09
3716,2023-02-22 18:45:13,15.9
3715,2023-02-22 18:42:23,8.87
3714,2023-02-22 16:59:43,1866.22
3713,2023-02-22 16:03:15,1.26
3712,2023-02-22 11:55:21,531.84
3711,2023-02-22 10:37:26,19.38
3710,2023-02-22 09:24:31,0.38
3709,2023-02-22 07:08:50,3.03
3708,2023-02-21 22:27:25,351.85
3707,2023-02-21 21:06:15,0.69
3706,2023-02-21 21:04:11,23.53
3705,2023-02-21 20:57:37,0.07
3704,2023-02-21 20:53:32,0.11
3703,2023-02-21 19:57:05,0.45
3702,2023-02-21 18:06:54,0.87
3701,2023-02-21 17:14:28,0.62
3700,2023-02-21 16:06:07,1.86
3699,2023-02-21 14:20:56,144.89
3698,2023-02-21 13:13:35,0.23
3697,2023-02-21 09:25:34,73.35
3696,2023-02-20 23:57:16,12.13
3695,2023-02-20 18:48:22,1776.93
3694,2023-02-20 18:12:55,39.08
3693,2023-02-20 18:03:29,1.25
3692,2023-02-20 16:20:49,45.7
3691,2023-02-20 13:34:10,1.48
3690,2023-02-20 13:20:41,1.73
3689,2023-02-20 12:32:41,385.04
3688,2023-02-19 18:05:13,17.88
3687,2023-02-19 17:24:36,0.49
3685,2023-02-16 22:05:57,669.1
3684,2023-02-16 22:03:59,88.19
3681,2023-02-16 15:29:59,1.72
3680,2023-02-15 17:17:27,1.08
3679,2023-02-15 15:29:34,1.1
3678,2023-02-15 15:10:59,0.45
3677,2023-02-15 14:46:27,1.01
3676,2023-02-15 14:07:40,0.63
3675,2023-02-15 12:25:56,2.03
3674,2023-02-15 11:14:35,3.22
3673,2023-02-15 10:22:57,4.38
3672,2023-02-15 08:40:10,4.89
3671,2023-02-15 00:07:29,0.12
3670,2023-02-14 21:03:40,0.18
3669,2023-02-14 17:23:23,3.31
3668,2023-02-14 16:57:10,26.8
3667,2023-02-14 16:54:35,26.84
3666,2023-02-14 15:50:56,0.8
3665,2023-02-14 15:42:04,0.1
3664,2023-02-14 14:56:40,676.76
3663,2023-02-14 14:38:54,0.05
3662,2023-02-14 13:47:42,189.58
3661,2023-02-14 12:41:43,24.16
3660,2023-02-14 12:17:25,2.27
3659,2023-02-14 11:22:44,0.02
3658,2023-02-14 11:08:25,9.85
3657,2023-02-14 10:44:16,58.54
3656,2023-02-14 10:16:00,0.01
3655,2023-02-14 10:01:21,59.2
3654,2023-02-14 01:36:11,54.95
3653,2023-02-13 22:50:19,0.28
3652,2023-02-13 22:26:04,11.6
3651,2023-02-13 17:26:44,16.24
3650,2023-02-13 16:57:09,0.62
3649,2023-02-13 16:48:48,2757.18
3648,2023-02-13 16:34:48,69.92
3647,2023-02-13 15:39:09,0.62
3646,2023-02-13 14:23:20,1079.92
3645,2023-02-13 12:54:02,0.21
3644,2023-02-13 10:36:47,48.14
3643,2023-02-11 04:19:16,107.0
3642,2023-02-10 20:19:19,1915.53
3641,2023-02-10 19:51:41,0.22
3639,2023-02-10 19:00:21,0.66
3638,2023-02-10 18:51:09,0.08
3636,2023-02-10 15:35:35,0.26
3635,2023-02-10 14:25:41,70.03
3634,2023-02-10 11:08:56,0.09
3633,2023-02-10 10:16:51,244.76
3632,2023-02-10 07:00:43,99.03
3630,2023-02-09 14:47:14,115.97
3629,2023-02-09 14:38:56,126.01
3628,2023-02-09 12:55:23,176.34
3627,2023-02-09 09:43:54,1016.3
3626,2023-02-09 08:24:52,295.54
3625,2023-02-08 23:48:56,186.53
3624,2023-02-08 16:32:39,120.47
3623,2023-02-08 16:27:57,126.0
3622,2023-02-08 13:37:52,0.58
3621,2023-02-07 22:12:41,884.98
3620,2023-02-07 20:55:08,143.1
3619,2023-02-07 18:44:18,0.48
3618,2023-02-07 16:39:15,1.21
3617,2023-02-07 14:36:30,0.14
3616,2023-02-07 13:54:27,68.02
3615,2023-02-07 13:05:15,909.41
3614,2023-02-06 23:06:51,324.94
3613,2023-02-06 21:58:35,1.52
3612,2023-02-04 07:15:11,299.1
3611,2023-02-03 19:39:04,240.35
3610,2023-02-03 15:14:10,0.39
3609,2023-02-03 14:56:54,244.95
3608,2023-02-03 14:51:31,259.5
3606,2023-02-03 05:47:04,267.35
3605,2023-02-02 21:30:42,12.55
3603,2023-02-02 18:48:00,1.95
3602,2023-02-02 18:33:39,331.67
3600,2023-02-02 14:33:42,23.56
3598,2023-02-01 21:34:57,18.05
3597,2023-02-01 18:01:58,40.15
3596,2023-02-01 17:04:31,144.5
3595,2023-02-01 10:02:31,0.16
3594,2023-02-01 09:11:09,4.58
3593,2023-01-31 22:34:37,62.67
3592,2023-01-31 21:57:23,313.24
3591,2023-01-31 21:05:10,17.99
3590,2023-01-31 19:35:36,0.14
3589,2023-01-31 19:08:13,1.19
3588,2023-01-31 18:47:04,20.33
3587,2023-01-31 15:08:59,70.14
3586,2023-01-31 14:57:48,20.97
3585,2023-01-31 14:26:11,2.74
3584,2023-01-31 05:47:05,341.51
3582,2023-01-30 17:16:40,6094.16
3581,2023-01-30 14:57:20,0.58
3580,2023-01-30 14:45:47,0.79
3579,2023-01-30 09:33:30,50.41
3578,2023-01-27 16:55:26,0.52
3577,2023-01-27 15:17:41,2426.98
3576,2023-01-26 17:45:36,0.86
3575,2023-01-26 17:06:49,0.02
3574,2023-01-26 14:07:26,122.1
3573,2023-01-26 09:57:05,7.75
3572,2023-01-25 22:34:21,287.35
3571,2023-01-25 20:19:42,0.82
3570,2023-01-25 20:12:16,20.87
3568,2023-01-25 11:21:50,29.44
3567,2023-01-24 17:45:46,1.18
3565,2023-01-23 19:43:48,574.2
3564,2023-01-23 19:26:18,48.21
3563,2023-01-23 19:07:41,1.26
3562,2023-01-23 18:56:42,740.67
3561,2023-01-23 17:45:46,0.27
3560,2023-01-23 17:04:48,1.15
3559,2023-01-23 16:51:50,1.45
3558,2023-01-21 04:02:05,57.97
3557,2023-01-20 09:22:30,0.42
3556,2023-01-19 21:49:53,180.95
3555,2023-01-19 21:20:59,494.43
3554,2023-01-19 20:45:16,0.08
3553,2023-01-19 19:50:23,0.09
3552,2023-01-19 18:29:25,87.89
3550,2023-01-19 14:38:59,29.34
3547,2023-01-18 16:01:18,169.41
3546,2023-01-18 13:04:52,0.62
3544,2023-01-17 16:56:59,334.51
3543,2023-01-17 16:16:36,65.04
3542,2023-01-17 16:12:42,21.86
3541,2023-01-17 13:12:27,1321.59
3540,2023-01-16 23:15:57,0.28
3539,2023-01-16 20:28:28,2.69
3538,2023-01-16 15:38:49,4.74
3537,2023-01-16 14:52:07,887.86
3536,2023-01-16 14:25:02,19.38
3535,2023-01-12 22:23:30,158.1
3534,2023-01-12 18:54:18,0.86
3532,2023-01-12 13:26:37,94.69
3531,2023-01-12 12:21:22,1.77
3530,2023-01-12 02:18:59,5365.06
3529,2023-01-11 22:53:01,11.04
3528,2023-01-11 20:03:57,160.34
3527,2023-01-11 20:02:45,862.29
3526,2023-01-11 17:56:33,1.15
3523,2023-01-10 13:19:04,23.79
3522,2023-01-09 20:42:51,41.14
3520,2023-01-09 08:31:05,6756.05
3519,2023-01-07 19:51:43,6792.71
3518,2023-01-07 13:34:53,6799.0
3516,2023-01-06 17:50:33,3094.47
3515,2023-01-06 13:41:16,119.63
3514,2023-01-06 12:15:37,2.92
3513,2023-01-06 09:29:29,288.84
3512,2023-01-05 16:23:22,0.79
3511,2023-01-05 16:15:32,2.97
3510,2023-01-05 15:41:23,142.19
3509,2023-01-05 14:30:26,0.21
3508,2023-01-05 10:17:41,822.64
3507,2023-01-04 23:34:25,43.25
3506,2023-01-04 18:40:01,26.43
3505,2023-01-04 15:18:52,29.7
3504,2023-01-03 22:23:59,0.22
3503,2023-01-03 19:00:23,377.51
3500,2023-01-03 14:53:59,5.35
3499,2023-01-03 11:12:09,3.07
3496,2022-12-30 22:09:41,133.72
3495,2022-12-30 22:02:12,280.03
3494,2022-12-30 19:21:44,96.55
3493,2022-12-30 18:31:38,0.27
3492,2022-12-30 15:51:15,288.01
3491,2022-12-30 12:40:39,119.45
3489,2022-12-29 18:44:13,0.68
3488,2022-12-29 16:40:36,761.48
3487,2022-12-29 15:56:13,1.11
3486,2022-12-29 14:47:55,167.67
3485,2022-12-29 06:13:22,11.18
3484,2022-12-29 05:56:25,11.34
3483,2022-12-28 19:15:56,672.13
3482,2022-12-27 14:27:33,75.82
3481,2022-12-26 21:36:47,4182.09
3480,2022-12-26 19:39:44,49.31
3479,2022-12-25 22:13:47,348.35
3478,2022-12-23 15:20:16,1.14
3477,2022-12-22 23:43:01,149.74
3476,2022-12-22 17:14:51,0.04
3475,2022-12-21 20:28:52,0.76
3474,2022-12-21 20:20:23,0.07
3472,2022-12-21 16:00:40,4.13
3471,2022-12-21 15:52:45,4.27
3470,2022-12-21 15:45:17,4.39
3469,2022-12-21 14:09:03,169.84
3468,2022-12-20 16:56:15,4057.61
3467,2022-12-20 15:29:09,213.81
3466,2022-12-19 22:35:07,11.79
3465,2022-12-19 15:13:21,0.35
3464,2022-12-19 14:23:18,0.03
3463,2022-12-18 16:05:51,17.06
3462,2022-12-17 18:03:41,45.41
3461,2022-12-17 16:59:20,3.64
3459,2022-12-16 20:06:27,326.52
3458,2022-12-16 12:38:32,0.05
3455,2022-12-15 14:03:02,0.76
3454,2022-12-15 13:53:57,314.12
3453,2022-12-15 13:44:21,0.03
3452,2022-12-15 13:39:56,0.34
3451,2022-12-15 11:04:14,9.1
3450,2022-12-15 10:16:01,337.33
3449,2022-12-14 18:32:28,1053.41
3447,2022-12-14 15:59:43,358.63
3446,2022-12-14 15:47:56,0.11
3445,2022-12-14 14:48:06,0.26
3444,2022-12-14 11:36:57,2.88
3443,2022-12-14 11:20:44,1543.0
3442,2022-12-13 22:31:13,61.28
3441,2022-12-13 15:29:02,381.12
3440,2022-12-12 19:20:12,0.19
3438,2022-12-12 04:19:23,6.14
3437,2022-12-09 15:09:13,0.45
3436,2022-12-09 14:55:52,0.03
3435,2022-12-09 11:53:57,2.57
3434,2022-12-09 04:09:08,1285.17
3433,2022-12-09 00:39:44,89.64
3432,2022-12-08 18:32:50,1.16
3431,2022-12-08 16:08:58,0.15
3430,2022-12-08 16:00:40,1682.33
3427,2022-12-08 13:43:07,0.18
3426,2022-12-08 12:50:09,0.77
3425,2022-12-08 09:33:25,0.0
3424,2022-12-07 20:57:19,1701.41
3423,2022-12-07 19:12:44,185.68
3422,2022-12-07 16:04:47,523.96
3421,2022-12-07 12:28:49,22.7
3420,2022-12-07 02:09:44,34.26
3419,2022-12-06 22:10:36,35.32
3418,2022-12-06 20:58:37,16.19
3417,2022-12-06 19:22:07,0.15
3414,2022-12-06 15:51:07,4369.44
3413,2022-12-06 13:54:37,222.13
3412,2022-12-05 21:15:21,0.16
3411,2022-12-05 19:32:56,14130.69
3410,2022-12-05 18:37:16,0.59
3409,2022-12-05 14:18:31,5.51
3408,2022-12-04 13:55:37,29.32
3407,2022-12-02 15:43:06,76.12
3406,2022-12-01 22:12:45,11.43
3405,2022-12-01 20:57:52,6327.28
3404,2022-12-01 20:53:36,0.08
3403,2022-12-01 18:08:49,264.29
3402,2022-12-01 15:15:54,0.17
3401,2022-12-01 00:06:42,10.19
3400,2022-11-30 22:54:23,1.17
3399,2022-11-30 18:15:03,26.92
3398,2022-11-30 17:44:37,2.92
3397,2022-11-30 14:14:00,31.08
3396,2022-11-30 01:07:56,6732.82
3395,2022-11-29 20:59:10,48.35
3394,2022-11-29 19:39:21,0.08
3393,2022-11-29 16:59:45,1.8
3392,2022-11-29 16:35:23,2.28
3391,2022-11-29 15:23:15,0.1
3390,2022-11-29 14:45:37,1.45
3389,2022-11-29 14:37:00,356.02
3388,2022-11-29 13:59:30,214.67
3387,2022-11-28 20:37:34,2.0
3386,2022-11-28 20:27:25,0.17
3385,2022-11-28 11:31:17,1856.19
3384,2022-11-28 11:27:33,0.01
3383,2022-11-28 09:08:33,4.02
3382,2022-11-27 21:37:13,181.18
3381,2022-11-26 13:05:18,46.73
3380,2022-11-25 08:13:58,1079.32
3379,2022-11-24 12:39:26,287.61
3378,2022-11-23 21:43:59,0.06
3377,2022-11-23 19:05:25,0.2
3376,2022-11-23 18:05:51,0.42
3375,2022-11-23 15:47:13,2.73
3374,2022-11-23 14:49:36,3.45
3373,2022-11-22 20:47:20,497.36
3372,2022-11-22 17:44:50,305.03
3371,2022-11-22 16:50:55,142.71
3370,2022-11-22 15:57:16,222.56
3369,2022-11-22 14:19:56,0.51
3368,2022-11-22 13:51:42,149.72
3367,2022-11-22 11:14:07,2.1
3366,2022-11-21 23:07:43,11.85
3365,2022-11-21 21:32:03,0.21
3364,2022-11-21 14:51:35,2.58
3363,2022-11-21 14:09:33,23.29
3361,2022-11-21 11:59:36,25.17
3359,2022-11-18 19:36:53,232.23
3358,2022-11-18 11:13:44,81.46
3356,2022-11-17 16:28:18,267.3
3355,2022-11-17 13:54:33,0.1
3354,2022-11-17 11:52:45,115.19
3353,2022-11-16 21:35:04,285.83
3352,2022-11-16 18:08:32,2.15
3351,2022-11-16 17:56:39,0.75
3350,2022-11-16 15:39:27,1.13
3349,2022-11-16 13:54:54,1124.41
3348,2022-11-15 19:09:38,0.01
3347,2022-11-15 17:47:55,0.04
3346,2022-11-15 11:32:31,819.53
3345,2022-11-14 17:10:56,1.03
3344,2022-11-14 14:55:09,414.59
3343,2022-11-14 13:44:49,25.39
3342,2022-11-14 11:35:09,25.8
3341,2022-11-14 08:19:25,29.05
3340,2022-11-11 14:08:33,100.91
3339,2022-11-10 22:00:06,0.38
3338,2022-11-10 20:23:13,500.57
3337,2022-11-10 19:48:56,93.32
3336,2022-11-10 19:48:20,122.66
3335,2022-11-10 19:46:51,122.69
3334,2022-11-10 19:05:20,0.66
3333,2022-11-10 14:31:13,4.03
3332,2022-11-10 13:20:41,114.2
3331,2022-11-10 07:19:09,1372.35
3330,2022-11-10 05:07:06,5029.5
3328,2022-11-09 23:02:12,2371.31
3327,2022-11-09 22:22:49,7029.47
3326,2022-11-09 17:49:19,1.36
3325,2022-11-09 16:01:51,1323.89
3324,2022-11-09 14:55:19,27.92
3323,2022-11-09 06:37:34,725.64
3322,2022-11-08 19:03:28,0.14
3321,2022-11-08 16:58:05,1.27
3320,2022-11-08 09:49:52,2.67
3319,2022-11-07 19:32:02,1.6
3318,2022-11-07 18:58:25,385.95
3317,2022-11-07 18:22:19,73.13
3316,2022-11-07 12:48:35,22.18
3315,2022-11-07 10:38:07,22.58
3314,2022-11-07 09:00:50,81.86
3313,2022-11-04 18:36:04,0.98
3312,2022-11-04 18:23:28,72.97
3311,2022-11-04 16:28:31,74.51
3310,2022-11-04 12:30:54,1.98
3309,2022-11-04 09:51:25,5143.49
3308,2022-11-03 17:35:40,332.15
3307,2022-11-03 16:34:48,89.74
3306,2022-11-03 16:04:56,654.8
3305,2022-11-03 12:00:27,673.12
3304,2022-11-03 04:02:04,102.96
3303,2022-11-03 02:41:03,2535.65
3302,2022-11-02 14:18:09,1796.4
3301,2022-11-02 13:05:01,4.39
3300,2022-11-02 11:30:58,47.63
3299,2022-11-01 12:08:06,34.24
3298,2022-10-31 20:46:31,36.52
3297,2022-10-31 18:50:54,217.84
3296,2022-10-31 02:26:34,54.94
3295,2022-10-28 17:31:34,0.54
3294,2022-10-28 15:45:42,0.06
3293,2022-10-28 13:37:10,7509.85
3292,2022-10-28 13:13:32,2.07
3291,2022-10-28 10:26:32,1176.01
3290,2022-10-28 08:52:13,170.48
3289,2022-10-27 18:19:20,523.26
3287,2022-10-26 14:20:30,529.28
3286,2022-10-26 12:44:25,0.77
3285,2022-10-25 16:37:47,3.32
3283,2022-10-25 15:09:36,5.06
3282,2022-10-25 07:46:52,12.22
3281,2022-10-24 17:38:21,406.06
3280,2022-10-24 12:33:39,0.81
3279,2022-10-24 11:01:39,1.46
3278,2022-10-24 10:07:34,2.37
3277,2022-10-21 17:36:54,0.72
3276,2022-10-20 20:12:50,0.39
3275,2022-10-20 18:33:12,2.04
3274,2022-10-20 14:15:28,695.64
3272,2022-10-20 12:45:31,358.41
3271,2022-10-20 10:43:18,0.01
3270,2022-10-19 12:19:01,0.32
3269,2022-10-19 11:02:01,347.3
3268,2022-10-19 07:21:04,4.0
3267,2022-10-18 19:42:13,68.91
3266,2022-10-18 17:43:18,0.6
3265,2022-10-18 03:31:52,29.83
3264,2022-10-17 21:05:20,19.36
3263,2022-10-17 14:46:35,0.2
3262,2022-10-17 13:05:12,24.41
3261,2022-10-17 12:49:46,405.56
3260,2022-10-17 10:08:15,385.31
3259,2022-10-14 20:51:23,61.09
3258,2022-10-14 18:16:45,66.34
3257,2022-10-13 15:53:25,93.72
3256,2022-10-13 15:17:07,799.15
3255,2022-10-13 12:08:14,0.69
3254,2022-10-13 06:56:41,3.96
3253,2022-10-12 14:42:16,1.2
3252,2022-10-12 14:07:37,2.17
3251,2022-10-12 10:41:16,1.46
3250,2022-10-11 19:55:57,17.25
3249,2022-10-11 10:09:04,147.38
3248,2022-10-11 10:08:49,23.87
3247,2022-10-10 18:19:17,2.65
3246,2022-10-10 17:06:11,41.8
3245,2022-10-10 14:36:39,1184.17
3244,2022-10-10 13:34:56,184.45
3243,2022-10-10 12:36:14,74.73
3242,2022-10-10 11:34:02,5.09
3241,2022-10-07 18:19:39,0.46
3240,2022-10-07 17:18:45,0.23
3239,2022-10-07 17:13:06,0.31
3238,2022-10-07 15:12:09,0.74
3237,2022-10-07 14:35:52,943.89
3236,2022-10-07 13:55:50,944.57
3235,2022-10-07 12:05:03,1.52
3234,2022-10-07 11:59:36,0.0
3233,2022-10-07 10:05:34,0.73
3232,2022-10-07 09:10:19,0.45
3231,2022-10-06 20:31:34,0.09
3230,2022-10-06 20:13:58,0.11
3229,2022-10-06 19:05:42,0.13
3228,2022-10-06 18:58:09,0.05
3227,2022-10-06 18:50:52,0.14
3226,2022-10-06 18:19:44,0.05
3225,2022-10-06 16:21:13,0.98
3224,2022-10-06 16:00:51,19.9
3223,2022-10-06 14:37:22,1.1
3222,2022-10-06 14:10:54,2.09
3221,2022-10-06 10:58:52,1.14
3220,2022-10-05 22:17:26,13.83
3219,2022-10-05 16:58:39,1.04
3218,2022-10-05 15:59:57,165.55
3217,2022-10-05 06:55:54,28.2
3216,2022-10-04 22:36:33,16.94
3215,2022-10-04 19:51:48,0.63
3214,2022-10-04 19:43:42,48.73
3213,2022-10-04 17:19:53,29.0
3212,2022-10-04 17:18:48,0.11
3211,2022-10-04 14:54:13,337.21
3210,2022-10-04 09:49:14,0.92
3209,2022-10-03 14:14:33,29.88
3208,2022-10-03 12:30:19,24.21
3207,2022-10-03 11:42:00,28.51
3206,2022-09-30 19:51:13,0.12
3205,2022-09-30 16:05:11,0.19
3204,2022-09-30 15:29:49,4.14
3203,2022-09-30 14:28:17,73.99
3202,2022-09-30 14:25:23,0.11
3201,2022-09-29 17:07:00,19.6
3200,2022-09-29 12:35:04,1.06
3199,2022-09-29 09:28:31,130.11
3198,2022-09-27 21:25:17,3404.94
3197,2022-09-27 21:24:54,65.95
3196,2022-09-27 00:50:46,226.43
3195,2022-09-26 18:58:39,0.67
3194,2022-09-26 17:26:29,2.23
3193,2022-09-26 17:21:29,2.32
3192,2022-09-23 21:37:31,59.37
3191,2022-09-23 21:01:06,155.93
3190,2022-09-23 16:42:29,1.82
3189,2022-09-23 14:06:13,0.13
3188,2022-09-23 13:12:33,164.67
3187,2022-09-22 18:05:58,2687.51
3186,2022-09-22 13:53:59,598.87
3185,2022-09-22 11:12:47,293.26
3184,2022-09-21 20:06:08,0.55
3183,2022-09-21 16:50:12,3.02
3182,2022-09-21 12:57:21,140.8
3181,2022-09-21 09:30:49,196.29
3180,2022-09-21 06:00:33,5437.95
3179,2022-09-20 17:30:37,1.9
3178,2022-09-20 16:01:11,388.39
3177,2022-09-20 06:50:53,221.61
3176,2022-09-20 02:55:33,377.72
3175,2022-09-19 18:33:36,167.5
3174,2022-09-19 16:10:35,2.24
3173,2022-09-19 15:17:56,42.35
3171,2022-09-18 17:23:47,25.03
3170,2022-09-18 16:44:33,0.52
3169,2022-09-17 17:23:52,23.28
3166,2022-09-16 19:24:59,265.94
3165,2022-09-16 17:05:48,47.61
3163,2022-09-15 19:55:14,3694.42
3162,2022-09-15 19:50:09,1461.24
3161,2022-09-15 16:52:20,183.62
3159,2022-09-14 19:22:46,0.33
3158,2022-09-14 16:54:36,16.56
3157,2022-09-14 12:23:21,512.35
3156,2022-09-13 20:30:52,0.03
3155,2022-09-13 20:29:25,0.08
3154,2022-09-13 18:10:54,1.05
3153,2022-09-13 13:10:44,6.34
3152,2022-09-12 18:13:31,0.21
3151,2022-09-12 16:43:00,0.64
3150,2022-09-12 11:17:27,0.94
3149,2022-09-09 22:07:43,403.06
3148,2022-09-09 21:08:22,61.26
3147,2022-09-09 20:39:14,0.14
3146,2022-09-09 18:34:30,2.03
3145,2022-09-09 18:06:19,1.19
3144,2022-09-09 10:05:40,1.31
3143,2022-09-08 18:45:25,4.21
3142,2022-09-08 09:17:44,2.06
3141,2022-09-07 15:18:04,1685.16
3140,2022-09-07 15:03:43,8400.2
3139,2022-09-07 14:34:08,32.57
3138,2022-09-07 14:26:11,2.35
3137,2022-09-07 10:25:14,1.94
3136,2022-09-07 05:01:45,8.35
3135,2022-09-06 22:58:11,0.57
3134,2022-09-06 22:06:57,1.72
3133,2022-09-06 21:29:28,161.43
